CONCEPT	escalator	falcon	fan_(appliance)	faucet	fawn	fence	finch	flamingo	flea	flute	football	fork	fox	freezer	fridge	frog	garage	garlic	gate	giraffe	gloves	goat	goldfish	goose	gopher	gorilla	gown	grape	grapefruit	grasshopper	grater	grenade	groundhog	guitar	gun	guppy	hammer	hamster	hare	harmonica	harp	harpoon	harpsichord	hatchet	hawk	helicopter	helmet	hoe	honeydew	hook	hornet	horse	hose	hose_(leggings)	house	housefly	hut	hyena	iguana	inn	jacket	jar	jeans	jeep	jet	kettle	key	keyboard_(musical)	kite	knife	ladle	lamb	lamp	lantern	lemon	leopard	leotards	lettuce	level	lime	limousine	lion	lobster	machete	mackerel	magazine	mandarin	marble	mat	medal	menu	microscope	microwave	mink	mink_(coat)	minnow	mirror	missile	mittens	mixer	mole_(animal)	moose	moth	motorcycle	mouse	mouse_(computer)	mug	mushroom	muzzle	napkin	necklace	nectarine	nightgown	nightingale	nylons	oak	octopus	olive	onions	orange	oriole	ostrich	otter	oven	owl	ox	paintbrush	pajamas	pan	panther	pants	parakeet	parka	parsley	partridge	peach	peacock	pear	pearl	peas	peg	pelican	pen	pencil	penguin	pepper	perch	pheasant	piano	pickle	pie	pier	pig	pigeon	pillow	pin	pine	pineapple	pipe_(plumbing)	pipe_(smoking)	pistol	plate	platypus	pliers	plug_(electric)	plum	pony	porcupine	pot	potato	projector	prune	pumpkin	pyramid	python	rabbit	raccoon	racquet	radio	radish	raft	raisin	rake	raspberry	rat	rattle	rattlesnake	raven	razor	revolver	rhubarb	rice	rifle	ring_(jewelry)	robe	robin	rock	rocker	rocket	rooster
robe	0.000	0.000	0.000	0.031	0.019	0.000	0.000	0.000	0.000	0.066	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.120	0.000	0.000	0.000	0.000	0.169	0.308	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.016	0.000	0.000	0.000	0.098	0.000	0.000	0.000	0.000	0.018	0.040	0.000	0.000	0.000	0.000	0.176	0.155	0.028	0.000	0.000	0.000	0.000	0.000	0.182	0.000	0.200	0.000	0.000	0.000	0.000	0.000	0.018	0.000	0.000	0.026	0.000	0.000	0.000	0.000	0.165	0.000	0.000	0.000	0.132	0.000	0.000	0.083	0.000	0.000	0.000	0.033	0.045	0.000	0.000	0.000	0.000	0.030	0.161	0.000	0.036	0.049	0.175	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.053	0.067	0.000	0.412	0.000	0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.062	0.252	0.000	0.000	0.232	0.000	0.184	0.000	0.000	0.017	0.021	0.027	0.000	0.000	0.000	0.000	0.166	0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.156	0.000	0.000	0.000	0.124	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.146	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.053	0.000	0.000	0.000	0.144	0.000	0.024	0.000	0.041	0.000	0.055	0.000	1.000	0.000	0.000	0.059	0.091	0.000
robin	0.000	0.490	0.000	0.000	0.120	0.000	0.596	0.305	0.105	0.012	0.000	0.000	0.015	0.000	0.000	0.105	0.000	0.010	0.000	0.000	0.000	0.156	0.030	0.497	0.031	0.000	0.000	0.014	0.000	0.077	0.012	0.017	0.066	0.000	0.000	0.037	0.000	0.087	0.012	0.020	0.000	0.000	0.000	0.018	0.370	0.000	0.000	0.000	0.000	0.000	0.093	0.075	0.000	0.000	0.016	0.118	0.054	0.000	0.000	0.029	0.000	0.000	0.000	0.000	0.079	0.000	0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.015	0.000	0.000	0.000	0.000	0.075	0.000	0.019	0.032	0.017	0.000	0.000	0.000	0.000	0.026	0.000	0.046	0.000	0.030	0.000	0.000	0.044	0.000	0.123	0.000	0.119	0.025	0.000	0.011	0.000	0.000	0.000	0.009	0.000	0.489	0.000	0.000	0.000	0.011	0.000	0.000	0.480	0.324	0.044	0.000	0.293	0.000	0.000	0.000	0.000	0.000	0.000	0.437	0.000	0.000	0.501	0.000	0.444	0.000	0.022	0.037	0.028	0.350	0.000	0.000	0.257	0.000	0.092	0.403	0.000	0.000	0.000	0.000	0.060	0.416	0.000	0.038	0.000	0.000	0.000	0.000	0.019	0.000	0.022	0.000	0.000	0.030	0.129	0.029	0.000	0.000	0.000	0.022	0.000	0.000	0.000	0.017	0.015	0.000	0.000	0.031	0.000	0.039	0.000	0.018	0.102	0.000	0.111	0.486	0.000	0.000	0.000	0.028	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.194
rock	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.137	0.000	0.000	0.000	0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.101	0.000	0.000	0.038	0.000	0.074	0.000	0.000	0.000	0.000	0.044	0.000	0.000	0.000	0.000	0.318	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.029	0.000	0.000	0.000	0.000	0.037	0.000	0.019	0.000	0.144	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.061	0.000	0.000	0.000	0.000	0.040	0.000	0.074	0.000	0.000	0.000	0.000	0.000	0.000	0.015	0.000	0.000	0.000	0.131	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.127	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.044	0.000	0.000	0.000	0.000	0.141	0.000	0.069	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.033	0.000	0.000	0.069	0.000	0.000	0.000	1.000	0.000	0.029	0.000
rocker	0.000	0.000	0.000	0.000	0.000	0.251	0.000	0.000	0.000	0.075	0.000	0.000	0.000	0.000	0.000	0.000	0.083	0.000	0.262	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.174	0.000	0.000	0.053	0.000	0.000	0.000	0.072	0.000	0.096	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.114	0.000	0.225	0.000	0.000	0.000	0.000	0.000	0.053	0.000	0.000	0.000	0.000	0.000	0.064	0.000	0.114	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.059	0.000	0.000	0.187	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.110	0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.334	0.000	0.000	0.204	0.000	0.000	0.000	0.000	0.126	0.000	0.000	0.257	0.000	0.000	0.039	0.000	0.000	0.000	0.000	0.133	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.077	0.000	0.000	0.288	0.000	0.196	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.059	0.000	0.000	1.000	0.000	0.000
rocket	0.073	0.058	0.043	0.094	0.033	0.111	0.000	0.000	0.000	0.142	0.023	0.073	0.074	0.070	0.071	0.000	0.063	0.000	0.166	0.000	0.000	0.000	0.000	0.049	0.000	0.294	0.129	0.028	0.083	0.000	0.165	0.104	0.000	0.000	0.126	0.000	0.058	0.000	0.101	0.143	0.095	0.268	0.053	0.191	0.096	0.247	0.000	0.065	0.095	0.170	0.049	0.176	0.176	0.000	0.107	0.060	0.000	0.064	0.000	0.000	0.000	0.000	0.000	0.000	0.305	0.074	0.159	0.000	0.000	0.088	0.141	0.000	0.000	0.067	0.000	0.113	0.000	0.000	0.000	0.000	0.214	0.146	0.038	0.236	0.000	0.000	0.029	0.104	0.000	0.080	0.000	0.108	0.081	0.074	0.141	0.000	0.000	0.274	0.000	0.000	0.000	0.175	0.000	0.077	0.000	0.000	0.065	0.000	0.000	0.000	0.093	0.052	0.112	0.000	0.000	0.062	0.078	0.000	0.028	0.055	0.000	0.069	0.000	0.056	0.000	0.148	0.048	0.000	0.173	0.099	0.035	0.000	0.086	0.000	0.000	0.037	0.043	0.000	0.148	0.051	0.189	0.089	0.187	0.033	0.000	0.000	0.000	0.000	0.042	0.039	0.073	0.057	0.000	0.000	0.000	0.171	0.000	0.000	0.359	0.000	0.116	0.116	0.000	0.144	0.053	0.040	0.000	0.000	0.165	0.000	0.000	0.000	0.123	0.159	0.179	0.000	0.000	0.061	0.000	0.029	0.000	0.000	0.141	0.000	0.000	0.023	0.113	0.032	0.094	0.131	0.032	0.024	0.127	0.204	0.091	0.000	0.029	0.000	1.000	0.000
rooster	0.000	0.438	0.000	0.000	0.121	0.020	0.385	0.315	0.000	0.000	0.000	0.000	0.244	0.017	0.017	0.055	0.000	0.046	0.000	0.119	0.000	0.212	0.040	0.531	0.218	0.127	0.000	0.039	0.019	0.060	0.000	0.000	0.231	0.000	0.000	0.000	0.000	0.139	0.092	0.000	0.000	0.000	0.000	0.000	0.419	0.000	0.000	0.000	0.000	0.000	0.106	0.175	0.000	0.000	0.000	0.103	0.000	0.229	0.057	0.000	0.000	0.000	0.000	0.000	0.074	0.000	0.000	0.036	0.000	0.000	0.000	0.225	0.000	0.000	0.000	0.195	0.000	0.078	0.000	0.000	0.026	0.115	0.215	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.105	0.000	0.060	0.000	0.000	0.000	0.000	0.140	0.123	0.100	0.000	0.122	0.000	0.000	0.084	0.000	0.030	0.000	0.000	0.000	0.433	0.000	0.000	0.128	0.037	0.030	0.000	0.409	0.303	0.168	0.000	0.371	0.222	0.000	0.000	0.000	0.144	0.000	0.325	0.000	0.035	0.546	0.022	0.467	0.062	0.053	0.015	0.000	0.447	0.016	0.000	0.466	0.000	0.111	0.577	0.027	0.056	0.070	0.000	0.275	0.524	0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.012	0.272	0.000	0.000	0.039	0.161	0.202	0.000	0.026	0.000	0.000	0.000	0.000	0.046	0.234	0.219	0.000	0.000	0.038	0.000	0.023	0.000	0.108	0.101	0.000	0.051	0.529	0.000	0.000	0.093	0.121	0.000	0.000	0.000	0.194	0.000	0.000	0.000	1.000
rope	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.112	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.273	0.207	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.123	0.000	0.000	0.000	0.000	0.000	0.050	0.000	0.000	0.000	0.084	0.258	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.165	0.000	0.000	0.104	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.061	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.085	0.000	0.179	0.000	0.035	0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.079	0.078	0.000	0.000	0.000	0.056	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.203	0.084	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.067	0.000	0.000	0.155	0.000	0.000	0.000	0.000	0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.182	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.067	0.000	0.000	0.000	0.181	0.000	0.000	0.000	0.051	0.000	0.069	0.000	0.146	0.000	0.000	0.000	0.114	0.000
ruler	0.000	0.000	0.000	0.000	0.000	0.156	0.000	0.000	0.000	0.065	0.000	0.031	0.000	0.015	0.014	0.000	0.052	0.000	0.163	0.000	0.000	0.000	0.000	0.000	0.000	0.047	0.046	0.000	0.000	0.000	0.000	0.000	0.000	0.108	0.000	0.000	0.033	0.000	0.000	0.000	0.045	0.027	0.060	0.000	0.000	0.000	0.059	0.011	0.000	0.034	0.000	0.000	0.084	0.000	0.071	0.000	0.140	0.000	0.000	0.000	0.000	0.022	0.000	0.000	0.000	0.024	0.000	0.000	0.080	0.000	0.133	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.222	0.000	0.037	0.000	0.000	0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.042	0.000	0.000	0.000	0.000	0.019	0.000	0.040	0.000	0.000	0.116	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.085	0.000	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.282	0.000	0.110	0.166	0.000	0.000	0.000	0.000	0.078	0.000	0.000	0.160	0.000	0.000	0.000	0.000	0.000	0.000	0.072	0.083	0.000	0.044	0.000	0.000	0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.040	0.000	0.000	0.048	0.000	0.000	0.206	0.000	0.137	0.000	0.000	0.049	0.040	0.000	0.000	0.000	0.011	0.000	0.015	0.000	0.032	0.000	0.000	0.166	0.025	0.000
sack	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.139	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.059	0.000	0.000	0.046	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.029	0.000	0.000	0.000	0.000	0.000
saddle	0.000	0.000	0.000	0.000	0.044	0.000	0.000	0.000	0.000	0.000	0.289	0.000	0.000	0.000	0.023	0.000	0.000	0.000	0.000	0.036	0.234	0.000	0.000	0.000	0.054	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.067	0.000	0.000	0.000	0.022	0.021	0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.074	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.028	0.053	0.000	0.000	0.000	0.000	0.000	0.072	0.042	0.036	0.000	0.000	0.000	0.000	0.067	0.205	0.000	0.000	0.000	0.000	0.000	0.000	0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.051	0.000	0.031	0.048	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.056	0.000	0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.049	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.066	0.016	0.000	0.000	0.000	0.032	0.046	0.000	0.000
sailboat	0.000	0.046	0.000	0.000	0.027	0.000	0.056	0.000	0.071	0.016	0.033	0.000	0.021	0.055	0.056	0.000	0.050	0.014	0.000	0.000	0.000	0.000	0.043	0.039	0.044	0.129	0.000	0.020	0.037	0.018	0.016	0.024	0.037	0.000	0.000	0.053	0.000	0.062	0.017	0.028	0.076	0.000	0.042	0.025	0.076	0.031	0.000	0.000	0.000	0.000	0.039	0.130	0.000	0.018	0.082	0.038	0.077	0.000	0.000	0.041	0.000	0.000	0.000	0.000	0.096	0.000	0.038	0.000	0.160	0.000	0.000	0.000	0.000	0.000	0.000	0.052	0.000	0.000	0.000	0.021	0.035	0.116	0.000	0.000	0.000	0.000	0.027	0.046	0.024	0.000	0.000	0.000	0.000	0.037	0.000	0.066	0.028	0.000	0.000	0.000	0.063	0.138	0.022	0.027	0.054	0.036	0.052	0.016	0.000	0.000	0.000	0.013	0.000	0.000	0.000	0.049	0.062	0.016	0.000	0.000	0.000	0.055	0.000	0.000	0.000	0.118	0.041	0.000	0.000	0.000	0.000	0.013	0.068	0.000	0.000	0.000	0.034	0.000	0.031	0.052	0.039	0.070	0.000	0.000	0.015	0.000	0.027	0.000	0.033	0.000	0.000	0.045	0.000	0.000	0.000	0.054	0.000	0.000	0.000	0.000	0.027	0.017	0.000	0.018	0.000	0.042	0.045	0.041	0.016	0.000	0.000	0.031	0.064	0.126	0.052	0.024	0.022	0.039	0.000	0.045	0.195	0.055	0.000	0.025	0.016	0.000	0.000	0.026	0.000	0.000	0.000	0.040	0.000	0.000	0.000	0.013	0.000	0.000	0.093	0.000
salamander	0.000	0.020	0.000	0.000	0.261	0.000	0.205	0.022	0.259	0.060	0.000	0.000	0.257	0.000	0.000	0.265	0.000	0.070	0.000	0.088	0.000	0.160	0.336	0.054	0.316	0.059	0.000	0.153	0.021	0.233	0.060	0.150	0.244	0.000	0.000	0.484	0.000	0.291	0.161	0.104	0.000	0.000	0.000	0.093	0.000	0.000	0.000	0.000	0.043	0.000	0.000	0.159	0.069	0.000	0.082	0.188	0.283	0.170	0.521	0.149	0.000	0.000	0.000	0.026	0.000	0.000	0.139	0.000	0.000	0.000	0.000	0.120	0.000	0.000	0.000	0.118	0.000	0.165	0.000	0.190	0.000	0.053	0.141	0.000	0.308	0.000	0.100	0.167	0.087	0.000	0.000	0.000	0.000	0.225	0.000	0.505	0.000	0.000	0.000	0.000	0.312	0.154	0.082	0.000	0.293	0.132	0.000	0.124	0.000	0.000	0.000	0.049	0.000	0.000	0.000	0.000	0.201	0.178	0.019	0.000	0.000	0.063	0.225	0.000	0.032	0.167	0.000	0.000	0.000	0.095	0.055	0.046	0.000	0.159	0.056	0.024	0.041	0.136	0.112	0.306	0.143	0.030	0.000	0.000	0.092	0.000	0.382	0.104	0.000	0.146	0.077	0.000	0.136	0.033	0.000	0.199	0.078	0.000	0.000	0.000	0.101	0.000	0.250	0.000	0.000	0.186	0.327	0.284	0.000	0.028	0.000	0.113	0.000	0.000	0.074	0.197	0.172	0.000	0.000	0.164	0.000	0.227	0.000	0.144	0.203	0.000	0.071	0.034	0.000	0.000	0.106	0.209	0.000	0.000	0.000	0.048	0.000	0.000	0.000	0.097
salmon	0.000	0.061	0.000	0.000	0.120	0.000	0.000	0.172	0.041	0.000	0.000	0.000	0.095	0.000	0.000	0.176	0.000	0.039	0.000	0.042	0.000	0.070	0.557	0.142	0.076	0.044	0.000	0.031	0.105	0.059	0.000	0.000	0.081	0.000	0.000	0.664	0.000	0.066	0.053	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.077	0.000	0.000	0.000	0.000	0.000	0.080	0.068	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.138	0.000	0.000	0.000	0.068	0.000	0.183	0.000	0.000	0.000	0.057	0.259	0.000	0.851	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.067	0.000	0.671	0.000	0.000	0.000	0.000	0.033	0.043	0.000	0.000	0.078	0.000	0.000	0.141	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.423	0.059	0.000	0.000	0.038	0.066	0.414	0.000	0.024	0.077	0.000	0.000	0.000	0.066	0.000	0.000	0.000	0.083	0.145	0.052	0.123	0.123	0.000	0.036	0.000	0.082	0.000	0.000	0.147	0.000	0.727	0.211	0.000	0.133	0.164	0.000	0.240	0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.322	0.000	0.000	0.066	0.099	0.071	0.000	0.061	0.000	0.000	0.000	0.000	0.016	0.153	0.106	0.000	0.000	0.000	0.000	0.054	0.000	0.111	0.074	0.000	0.072	0.086	0.000	0.000	0.109	0.132	0.000	0.000	0.000	0.098	0.000	0.000	0.000	0.113
sandals	0.000	0.000	0.000	0.000	0.022	0.000	0.000	0.000	0.000	0.000	0.222	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.019	0.193	0.000	0.000	0.000	0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.034	0.000	0.000	0.000	0.000	0.011	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.029	0.000	0.000	0.017	0.000	0.000	0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.061	0.011	0.049	0.028	0.000	0.012	0.000	0.000	0.020	0.000	0.031	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.018	0.000	0.000	0.014	0.027	0.000	0.000	0.000	0.000	0.000	0.037	0.021	0.019	0.000	0.000	0.021	0.000	0.034	0.169	0.000	0.000	0.000	0.054	0.000	0.000	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.026	0.000	0.016	0.025	0.000	0.054	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.037	0.000	0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.036	0.000	0.000	0.000	0.019	0.000	0.000	0.014	0.000	0.000	0.024	0.000	0.000	0.028	0.000	0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.014	0.025	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.034	0.000	0.000	0.054	0.000	0.000	0.027	0.000	0.000
sandpaper	0.000	0.000	0.000	0.000	0.034	0.000	0.000	0.000	0.000	0.000	0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.029	0.000	0.000	0.000	0.000	0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.052	0.000	0.000	0.000	0.026	0.016	0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.141	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.022	0.042	0.000	0.000	0.000	0.000	0.000	0.057	0.033	0.028	0.000	0.000	0.000	0.000	0.053	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.040	0.000	0.024	0.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.034	0.000	0.000	0.000	0.044	0.000	0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.052	0.000	0.000	0.000	0.000	0.096	0.000	0.000	0.000
sardine	0.000	0.000	0.000	0.000	0.128	0.000	0.145	0.000	0.183	0.042	0.000	0.000	0.054	0.000	0.000	0.074	0.000	0.101	0.000	0.000	0.000	0.000	0.408	0.047	0.114	0.000	0.000	0.078	0.040	0.099	0.042	0.062	0.097	0.000	0.000	0.604	0.000	0.160	0.044	0.073	0.000	0.000	0.000	0.065	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.058	0.100	0.199	0.000	0.010	0.105	0.000	0.000	0.000	0.000	0.000	0.000	0.098	0.000	0.000	0.000	0.000	0.091	0.000	0.000	0.000	0.000	0.000	0.159	0.000	0.054	0.000	0.000	0.156	0.000	0.537	0.000	0.070	0.118	0.062	0.000	0.000	0.000	0.000	0.096	0.000	0.582	0.000	0.000	0.000	0.000	0.162	0.000	0.057	0.000	0.140	0.093	0.000	0.186	0.000	0.000	0.000	0.034	0.000	0.000	0.000	0.000	0.270	0.128	0.000	0.000	0.000	0.000	0.146	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.033	0.000	0.072	0.063	0.045	0.000	0.107	0.079	0.166	0.101	0.016	0.000	0.000	0.062	0.000	0.447	0.132	0.000	0.134	0.143	0.000	0.066	0.000	0.000	0.141	0.000	0.000	0.000	0.088	0.071	0.000	0.123	0.000	0.000	0.167	0.117	0.106	0.000	0.053	0.000	0.080	0.000	0.000	0.000	0.130	0.056	0.000	0.000	0.115	0.000	0.189	0.000	0.162	0.042	0.000	0.000	0.000	0.000	0.000	0.095	0.219	0.000	0.000	0.000	0.034	0.000	0.000	0.000	0.054
